form,cik,date,url,text_url,data,Ticker Symbol,Institution Name,Sector/Industry,Assets Under Management (AUM),Fund Type
13F-HR,0001018724,2025-02-07,https://www.sec.gov/Archives/edgar/data/1018724/000110465925010572/0001104659-25-010572-index.html,https://www.sec.gov/Archives/edgar/data/1018724/000110465925010572/0001104659-25-010572.txt,"[{""issuer_name"": ""AIR TRANSPORT SERVICES GRP I"", ""cusip"": ""00922R105"", ""value"": 280056961000, ""shares"": 12741445, ""investment_discretion"": ""SOLE"", ""holding_ticker"": null, ""voting_authority"": {""sole"": 12741445, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""ASTERA LABS INC"", ""cusip"": ""04626A103"", ""value"": 36791564000, ""shares"": 277777, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""ALAB"", ""voting_authority"": {""sole"": 277777, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""MARVELL TECHNOLOGY INC"", ""cusip"": ""573874104"", ""value"": 24898523000, ""shares"": 225428, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""MRVL"", ""voting_authority"": {""sole"": 225428, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""NAUTILUS BIOTECHNOLOGY INC"", ""cusip"": ""63909J108"", ""value"": 2447852000, ""shares"": 1457055, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""NAUT"", ""voting_authority"": {""sole"": 1457055, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""OWLET INC"", ""cusip"": ""69120X206"", ""value"": 156871000, ""shares"": 35252, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""OWLT"", ""voting_authority"": {""sole"": 35252, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""RIVIAN AUTOMOTIVE INC"", ""cusip"": ""76954A103"", ""value"": 2106238992000, ""shares"": 158363834, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""RIVN"", ""voting_authority"": {""sole"": 158363834, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""SMARTRENT INC"", ""cusip"": ""83193G107"", ""value"": 1097063000, ""shares"": 626893, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""SMRT"", ""voting_authority"": {""sole"": 626893, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""TWILIO INC"", ""cusip"": ""90138F102"", ""value"": 191122836000, ""shares"": 1768346, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""TWLO"", ""voting_authority"": {""sole"": 1768346, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""VITAL FARMS INC"", ""cusip"": ""92847W103"", ""value"": 57636679000, ""shares"": 1529230, ""investment_discretion"": ""DFND"", ""holding_ticker"": ""VITL"", ""voting_authority"": {""sole"": 0, ""shared"": 1529230, ""none"": 0}}]",AMZN,Amazon.com Inc,Consumer Cyclical,N/A,N/A
13F-HR,0001018724,2024-11-07,https://www.sec.gov/Archives/edgar/data/1018724/000110465924115382/0001104659-24-115382-index.html,https://www.sec.gov/Archives/edgar/data/1018724/000110465924115382/0001104659-24-115382.txt,"[{""issuer_name"": ""AIR TRANSPORT SERVICES GRP I"", ""cusip"": ""00922R105"", ""value"": 206283995000, ""shares"": 12741445, ""investment_discretion"": ""SOLE"", ""holding_ticker"": null, ""voting_authority"": {""sole"": 12741445, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""ASTERA LABS INC"", ""cusip"": ""04626A103"", ""value"": 14552737000, ""shares"": 277777, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""ALAB"", ""voting_authority"": {""sole"": 277777, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""IONQ INC"", ""cusip"": ""46222L108"", ""value"": 16842513000, ""shares"": 1927061, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""IONQ"", ""voting_authority"": {""sole"": 1927061, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""MARVELL TECHNOLOGY INC"", ""cusip"": ""573874104"", ""value"": 16257867000, ""shares"": 225428, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""MRVL"", ""voting_authority"": {""sole"": 225428, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""NAUTILUS BIOTECHNOLOGY INC"", ""cusip"": ""63909J108"", ""value"": 4152607000, ""shares"": 1457055, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""NAUT"", ""voting_authority"": {""sole"": 1457055, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""OWLET INC"", ""cusip"": ""69120X206"", ""value"": 158281000, ""shares"": 35252, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""OWLT"", ""voting_authority"": {""sole"": 35252, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""RIVIAN AUTOMOTIVE INC"", ""cusip"": ""76954A103"", ""value"": 1776842217000, ""shares"": 158363834, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""RIVN"", ""voting_authority"": {""sole"": 158363834, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""SMARTRENT INC"", ""cusip"": ""83193G107"", ""value"": 1084525000, ""shares"": 626893, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""SMRT"", ""voting_authority"": {""sole"": 626893, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""TWILIO INC"", ""cusip"": ""90138F102"", ""value"": 115331526000, ""shares"": 1768346, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""TWLO"", ""voting_authority"": {""sole"": 1768346, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""VITAL FARMS INC"", ""cusip"": ""92847W103"", ""value"": 53630096000, ""shares"": 1529230, ""investment_discretion"": ""DFND"", ""holding_ticker"": ""VITL"", ""voting_authority"": {""sole"": 0, ""shared"": 1529230, ""none"": 0}}]",AMZN,Amazon.com Inc,Consumer Cyclical,N/A,N/A
13F-HR,0001018724,2024-07-30,https://www.sec.gov/Archives/edgar/data/1018724/000110465924083968/0001104659-24-083968-index.html,https://www.sec.gov/Archives/edgar/data/1018724/000110465924083968/0001104659-24-083968.txt,"[{""issuer_name"": ""AIR TRANSPORT SERVICES GRP I"", ""cusip"": ""00922R105"", ""value"": 176723842000, ""shares"": 12741445, ""investment_discretion"": ""SOLE"", ""holding_ticker"": null, ""voting_authority"": {""sole"": 12741445, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""ASTERA LABS INC"", ""cusip"": ""04626A103"", ""value"": 16808286000, ""shares"": 277777, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""ALAB"", ""voting_authority"": {""sole"": 277777, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""IONQ INC"", ""cusip"": ""46222L108"", ""value"": 13547239000, ""shares"": 1927061, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""IONQ"", ""voting_authority"": {""sole"": 1927061, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""MARVELL TECHNOLOGY INC"", ""cusip"": ""573874104"", ""value"": 15757417000, ""shares"": 225428, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""MRVL"", ""voting_authority"": {""sole"": 225428, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""NAUTILUS BIOTECHNOLOGY INC"", ""cusip"": ""63909J108"", ""value"": 3409509000, ""shares"": 1457055, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""NAUT"", ""voting_authority"": {""sole"": 1457055, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""OWLET INC"", ""cusip"": ""69120X206"", ""value"": 145238000, ""shares"": 35252, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""OWLT"", ""voting_authority"": {""sole"": 35252, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""RIVIAN AUTOMOTIVE INC"", ""cusip"": ""76954A103"", ""value"": 2125242652000, ""shares"": 158363834, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""RIVN"", ""voting_authority"": {""sole"": 158363834, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""SMARTRENT INC"", ""cusip"": ""83193G107"", ""value"": 1498274000, ""shares"": 626893, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""SMRT"", ""voting_authority"": {""sole"": 626893, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""TWILIO INC"", ""cusip"": ""90138F102"", ""value"": 100459736000, ""shares"": 1768346, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""TWLO"", ""voting_authority"": {""sole"": 1768346, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""VITAL FARMS INC"", ""cusip"": ""92847W103"", ""value"": 71522087000, ""shares"": 1529230, ""investment_discretion"": ""DFND"", ""holding_ticker"": ""VITL"", ""voting_authority"": {""sole"": 0, ""shared"": 1529230, ""none"": 0}}]",AMZN,Amazon.com Inc,Consumer Cyclical,N/A,N/A
13F-HR,0001018724,2024-04-29,https://www.sec.gov/Archives/edgar/data/1018724/000110465924054026/0001104659-24-054026-index.html,https://www.sec.gov/Archives/edgar/data/1018724/000110465924054026/0001104659-24-054026.txt,"[{""issuer_name"": ""AIR TRANSPORT SERVICES GRP I"", ""cusip"": ""00922R105"", ""value"": 175322283000, ""shares"": 12741445, ""investment_discretion"": ""SOLE"", ""holding_ticker"": null, ""voting_authority"": {""sole"": 12741445, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""ASTERA LABS INC"", ""cusip"": ""04626A103"", ""value"": 20608276000, ""shares"": 277777, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""ALAB"", ""voting_authority"": {""sole"": 277777, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""IONQ INC"", ""cusip"": ""46222L108"", ""value"": 19251339000, ""shares"": 1927061, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""IONQ"", ""voting_authority"": {""sole"": 1927061, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""MARVELL TECHNOLOGY INC"", ""cusip"": ""573874104"", ""value"": 15978337000, ""shares"": 225428, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""MRVL"", ""voting_authority"": {""sole"": 225428, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""NAUTILUS BIOTECHNOLOGY INC"", ""cusip"": ""63909J108"", ""value"": 4283742000, ""shares"": 1457055, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""NAUT"", ""voting_authority"": {""sole"": 1457055, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""OWLET INC"", ""cusip"": ""69120X206"", ""value"": 151936000, ""shares"": 35252, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""OWLT"", ""voting_authority"": {""sole"": 35252, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""RIVIAN AUTOMOTIVE INC"", ""cusip"": ""76954A103"", ""value"": 1734083982000, ""shares"": 158363834, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""RIVN"", ""voting_authority"": {""sole"": 158363834, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""SMARTRENT INC"", ""cusip"": ""83193G107"", ""value"": 1680073000, ""shares"": 626893, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""SMRT"", ""voting_authority"": {""sole"": 626893, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""TWILIO INC"", ""cusip"": ""90138F102"", ""value"": 108134358000, ""shares"": 1768346, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""TWLO"", ""voting_authority"": {""sole"": 1768346, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""VITAL FARMS INC"", ""cusip"": ""92847W103"", ""value"": 37275098000, ""shares"": 1603230, ""investment_discretion"": ""DFND"", ""holding_ticker"": ""VITL"", ""voting_authority"": {""sole"": 0, ""shared"": 1603230, ""none"": 0}}]",AMZN,Amazon.com Inc,Consumer Cyclical,N/A,N/A
13F-HR,0001018724,2024-01-30,https://www.sec.gov/Archives/edgar/data/1018724/000110465924008239/0001104659-24-008239-index.html,https://www.sec.gov/Archives/edgar/data/1018724/000110465924008239/0001104659-24-008239.txt,"[{""issuer_name"": ""AIR TRANSPORT SERVICES GRP I"", ""cusip"": ""00922R105"", ""value"": 224376846000, ""shares"": 12741445, ""investment_discretion"": ""SOLE"", ""holding_ticker"": null, ""voting_authority"": {""sole"": 12741445, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""IONQ INC"", ""cusip"": ""46222L108"", ""value"": 23876286000, ""shares"": 1927061, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""IONQ"", ""voting_authority"": {""sole"": 1927061, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""MARVELL TECHNOLOGY INC"", ""cusip"": ""573874104"", ""value"": 13595563000, ""shares"": 225428, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""MRVL"", ""voting_authority"": {""sole"": 225428, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""NAUTILUS BIOTECHNOLOGY INC"", ""cusip"": ""63909J108"", ""value"": 4356594000, ""shares"": 1457055, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""NAUT"", ""voting_authority"": {""sole"": 1457055, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""OWLET INC"", ""cusip"": ""69120X206"", ""value"": 186131000, ""shares"": 35252, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""OWLT"", ""voting_authority"": {""sole"": 35252, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""RIVIAN AUTOMOTIVE INC"", ""cusip"": ""76954A103"", ""value"": 3715215546000, ""shares"": 158363834, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""RIVN"", ""voting_authority"": {""sole"": 158363834, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""SMARTRENT INC"", ""cusip"": ""83193G107"", ""value"": 1999789000, ""shares"": 626893, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""SMRT"", ""voting_authority"": {""sole"": 626893, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""TWILIO INC"", ""cusip"": ""90138F102"", ""value"": 134164411000, ""shares"": 1768346, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""TWLO"", ""voting_authority"": {""sole"": 1768346, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""VITAL FARMS INC"", ""cusip"": ""92847W103"", ""value"": 25154679000, ""shares"": 1603230, ""investment_discretion"": ""DFND"", ""holding_ticker"": ""VITL"", ""voting_authority"": {""sole"": 0, ""shared"": 1603230, ""none"": 0}}]",AMZN,Amazon.com Inc,Consumer Cyclical,N/A,N/A
13F-HR,0001018724,2023-10-18,https://www.sec.gov/Archives/edgar/data/1018724/000110465923109862/0001104659-23-109862-index.html,https://www.sec.gov/Archives/edgar/data/1018724/000110465923109862/0001104659-23-109862.txt,"[{""issuer_name"": ""AIR TRANSPORT SERVICES GRP I"", ""cusip"": ""00922R105"", ""value"": 265913957000, ""shares"": 12741445, ""investment_discretion"": ""SOLE"", ""holding_ticker"": null, ""voting_authority"": {""sole"": 12741445, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""IONQ INC"", ""cusip"": ""46222L108"", ""value"": 28674668000, ""shares"": 1927061, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""IONQ"", ""voting_authority"": {""sole"": 1927061, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""MARVELL TECHNOLOGY INC"", ""cusip"": ""573874104"", ""value"": 12202418000, ""shares"": 225428, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""MRVL"", ""voting_authority"": {""sole"": 225428, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""NAUTILUS BIOTECHNOLOGY INC"", ""cusip"": ""63909J108"", ""value"": 4604294000, ""shares"": 1457055, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""NAUT"", ""voting_authority"": {""sole"": 1457055, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""OWLET INC"", ""cusip"": ""69120X107"", ""value"": 157929000, ""shares"": 35252, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""OWLT"", ""voting_authority"": {""sole"": 35252, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""RIVIAN AUTOMOTIVE INC"", ""cusip"": ""76954A103"", ""value"": 3845073890000, ""shares"": 158363834, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""RIVN"", ""voting_authority"": {""sole"": 158363834, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""SMARTRENT INC"", ""cusip"": ""83193G107"", ""value"": 1636191000, ""shares"": 626893, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""SMRT"", ""voting_authority"": {""sole"": 626893, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""TWILIO INC"", ""cusip"": ""90138F102"", ""value"": 103501291000, ""shares"": 1768346, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""TWLO"", ""voting_authority"": {""sole"": 1768346, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""VITAL FARMS INC"", ""cusip"": ""92847W103"", ""value"": 18565403000, ""shares"": 1603230, ""investment_discretion"": ""DFND"", ""holding_ticker"": ""VITL"", ""voting_authority"": {""sole"": 0, ""shared"": 1603230, ""none"": 0}}]",AMZN,Amazon.com Inc,Consumer Cyclical,N/A,N/A
13F-HR,0001018724,2023-07-27,https://www.sec.gov/Archives/edgar/data/1018724/000110465923084769/0001104659-23-084769-index.html,https://www.sec.gov/Archives/edgar/data/1018724/000110465923084769/0001104659-23-084769.txt,"[{""issuer_name"": ""AIR TRANSPORT SERVICES GRP I"", ""cusip"": ""00922R105"", ""value"": 262641057000, ""shares"": 13918445, ""investment_discretion"": ""SOLE"", ""holding_ticker"": null, ""voting_authority"": {""sole"": 13918445, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""IONQ INC"", ""cusip"": ""46222L108"", ""value"": 38103903000, ""shares"": 2816253, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""IONQ"", ""voting_authority"": {""sole"": 2816253, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""MARVELL TECHNOLOGY INC"", ""cusip"": ""573874104"", ""value"": 13476086000, ""shares"": 225428, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""MRVL"", ""voting_authority"": {""sole"": 225428, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""NAUTILUS BIOTECHNOLOGY INC"", ""cusip"": ""63909J108"", ""value"": 5638803000, ""shares"": 1457055, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""NAUT"", ""voting_authority"": {""sole"": 1457055, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""OWLET INC"", ""cusip"": ""69120X107"", ""value"": 167803000, ""shares"": 493537, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""OWLT"", ""voting_authority"": {""sole"": 493537, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""RIVIAN AUTOMOTIVE INC"", ""cusip"": ""76954A103"", ""value"": 2638341474000, ""shares"": 158363834, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""RIVN"", ""voting_authority"": {""sole"": 158363834, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""SMARTRENT INC"", ""cusip"": ""83193G107"", ""value"": 2401000000, ""shares"": 626893, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""SMRT"", ""voting_authority"": {""sole"": 626893, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""TWILIO INC"", ""cusip"": ""90138F102"", ""value"": 112502173000, ""shares"": 1768346, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""TWLO"", ""voting_authority"": {""sole"": 1768346, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""VITAL FARMS INC"", ""cusip"": ""92847W103"", ""value"": 19222728000, ""shares"": 1603230, ""investment_discretion"": ""DFND"", ""holding_ticker"": ""VITL"", ""voting_authority"": {""sole"": 0, ""shared"": 1603230, ""none"": 0}}]",AMZN,Amazon.com Inc,Consumer Cyclical,N/A,N/A
13F-HR,0001018724,2023-05-01,https://www.sec.gov/Archives/edgar/data/1018724/000110465923054334/0001104659-23-054334-index.html,https://www.sec.gov/Archives/edgar/data/1018724/000110465923054334/0001104659-23-054334.txt,"[{""issuer_name"": ""AIR TRANSPORT SERVICES GRP I"", ""cusip"": ""00922R105"", ""value"": 289921209000, ""shares"": 13918445, ""investment_discretion"": ""SOLE"", ""holding_ticker"": null, ""voting_authority"": {""sole"": 13918445, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""IONQ INC"", ""cusip"": ""46222L108"", ""value"": 17319956000, ""shares"": 2816253, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""IONQ"", ""voting_authority"": {""sole"": 2816253, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""MARVELL TECHNOLOGY INC"", ""cusip"": ""573874104"", ""value"": 9761032000, ""shares"": 225428, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""MRVL"", ""voting_authority"": {""sole"": 225428, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""NAUTILUS BIOTECHNOLOGY INC"", ""cusip"": ""63909J108"", ""value"": 4036042000, ""shares"": 1457055, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""NAUT"", ""voting_authority"": {""sole"": 1457055, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""OWLET INC"", ""cusip"": ""69120X107"", ""value"": 159906000, ""shares"": 493537, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""OWLT"", ""voting_authority"": {""sole"": 493537, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""RIVIAN AUTOMOTIVE INC"", ""cusip"": ""76954A103"", ""value"": 2451472150000, ""shares"": 158363834, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""RIVN"", ""voting_authority"": {""sole"": 158363834, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""SMARTRENT INC"", ""cusip"": ""83193G107"", ""value"": 1598577000, ""shares"": 626893, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""SMRT"", ""voting_authority"": {""sole"": 626893, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""VITAL FARMS INC"", ""cusip"": ""92847W103"", ""value"": 24529419000, ""shares"": 1603230, ""investment_discretion"": ""DFND"", ""holding_ticker"": ""VITL"", ""voting_authority"": {""sole"": 0, ""shared"": 1603230, ""none"": 0}}]",AMZN,Amazon.com Inc,Consumer Cyclical,N/A,N/A
13F-HR,0001018724,2023-01-18,https://www.sec.gov/Archives/edgar/data/1018724/000095012323000235/0000950123-23-000235-index.html,https://www.sec.gov/Archives/edgar/data/1018724/000095012323000235/0000950123-23-000235.txt,"[{""issuer_name"": ""AIR TRANSPORT SERVICES GRP I"", ""cusip"": ""00922R105"", ""value"": 361601000, ""shares"": 13918445, ""investment_discretion"": ""SOLE"", ""holding_ticker"": null, ""voting_authority"": {""sole"": 13918445, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""IONQ INC"", ""cusip"": ""46222L108"", ""value"": 9716000, ""shares"": 2816253, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""IONQ"", ""voting_authority"": {""sole"": 2816253, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""MARVELL TECHNOLOGY INC"", ""cusip"": ""573874104"", ""value"": 8350000, ""shares"": 225428, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""MRVL"", ""voting_authority"": {""sole"": 225428, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""NAUTILUS BIOTECHNOLOGY INC"", ""cusip"": ""63909J108"", ""value"": 2623000, ""shares"": 1457055, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""NAUT"", ""voting_authority"": {""sole"": 1457055, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""OWLET INC"", ""cusip"": ""69120X107"", ""value"": 276000, ""shares"": 493537, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""OWLT"", ""voting_authority"": {""sole"": 493537, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""RIVIAN AUTOMOTIVE INC"", ""cusip"": ""76954A103"", ""value"": 2918645000, ""shares"": 158363834, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""RIVN"", ""voting_authority"": {""sole"": 158363834, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""SMARTRENT INC"", ""cusip"": ""83193G107"", ""value"": 1523000, ""shares"": 626893, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""SMRT"", ""voting_authority"": {""sole"": 626893, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""VITAL FARMS INC"", ""cusip"": ""92847W103"", ""value"": 23920000, ""shares"": 1603230, ""investment_discretion"": ""DFND"", ""holding_ticker"": ""VITL"", ""voting_authority"": {""sole"": 0, ""shared"": 1603230, ""none"": 0}}]",AMZN,Amazon.com Inc,Consumer Cyclical,N/A,N/A
13F-HR,0001018724,2022-10-19,https://www.sec.gov/Archives/edgar/data/1018724/000095012322010348/0000950123-22-010348-index.html,https://www.sec.gov/Archives/edgar/data/1018724/000095012322010348/0000950123-22-010348.txt,"[{""issuer_name"": ""AIR TRANSPORT SERVICES GRP I"", ""cusip"": ""00922R105"", ""value"": 347581000, ""shares"": 14428445, ""investment_discretion"": ""SOLE"", ""holding_ticker"": null, ""voting_authority"": {""sole"": 14428445, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""IONQ INC"", ""cusip"": ""46222L108"", ""value"": 14278000, ""shares"": 2816253, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""IONQ"", ""voting_authority"": {""sole"": 2816253, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""MARVELL TECHNOLOGY INC"", ""cusip"": ""573874104"", ""value"": 9673000, ""shares"": 225428, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""MRVL"", ""voting_authority"": {""sole"": 225428, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""NAUTILUS BIOTECHNOLOGY INC"", ""cusip"": ""63909J108"", ""value"": 3089000, ""shares"": 1457055, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""NAUT"", ""voting_authority"": {""sole"": 1457055, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""OWLET INC"", ""cusip"": ""69120X107"", ""value"": 528000, ""shares"": 493537, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""OWLT"", ""voting_authority"": {""sole"": 493537, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""REMITLY GLOBAL INC"", ""cusip"": ""75960P104"", ""value"": 22000, ""shares"": 1956, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""RELY"", ""voting_authority"": {""sole"": 1956, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""RIVIAN AUTOMOTIVE INC"", ""cusip"": ""76954A103"", ""value"": 5211754000, ""shares"": 158363834, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""RIVN"", ""voting_authority"": {""sole"": 158363834, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""SMARTRENT INC"", ""cusip"": ""83193G107"", ""value"": 1423000, ""shares"": 626893, ""investment_discretion"": ""SOLE"", ""holding_ticker"": ""SMRT"", ""voting_authority"": {""sole"": 626893, ""shared"": 0, ""none"": 0}}, {""issuer_name"": ""VITAL FARMS INC"", ""cusip"": ""92847W103"", ""value"": 19191000, ""shares"": 1603230, ""investment_discretion"": ""DFND"", ""holding_ticker"": ""VITL"", ""voting_authority"": {""sole"": 0, ""shared"": 1603230, ""none"": 0}}]",AMZN,Amazon.com Inc,Consumer Cyclical,N/A,N/A
